https://bit.ly/2qTKREN ,I make a salutation to all Victors with a measure of bodies the same as there are atoms in a (Buddha) field, with a mind directed towards all Victors, with the strength of (my) Aspiration for the Good Life,Kṣetra-rajopama-kāyă-pramāṇaiḥ sarva-Jināna karomĭ praṇāmam, sarva-Jinābhimukhena manena, Bhadra-carī-praṇidhāna-balena [2]
https://bitly/2qTKREN ,On the tip of each single atom Buddhas like atoms sit in the midst of the Sons of Buddhas (and) so I am totally and completely intent on the Dharma Element which is filled with Victors,Eka-rajāgri rajopama-Buddhā Buddha-sutāna niṣaṇṇaku madhye evam-aśeṣata Dharmata-dhātuṁ sarvadhimucyami  pūrṇa Jinebhiḥ [3]
https//bitly/2jICUB6, 27 Since it is only by the mind’s authority that the body either acts or ceases to act therefore to control the thought is alone befitting — without the thought the body is like a log,yataḥ śarīraṁ manaso vaśena pravartate vāpi nivartate vā |yukto damaścetasa eva tasmāccittādṛte kāṣṭhasamaṁ śarīram || 727
https//bitly/2jICUB6, 28 If merit is gained by purity of food then there is merit also in the deer and in those men also who live as outcasts from all enjoyments through being estranged from them by the fault of their destiny,āhāraśuddhyā yadi puṇyamiṣṭaṁ tasmānmṛgāṇāmapi puṇyamasti |ye cāpi bāhyāḥ puruṣāḥ phalebhyo bhāgyāparādhena parāṅmukhatvāt || 728
https//bitly/2jICUB6, 29 If the deliberate choice of pain is a cause of merit why should not that same choice be directed to pleasure If you say that the choice of pleasure carries no authority is not the choice of pain equally without authority,duḥkhe bhisaṁdhistvatha puṇyahetuḥ sukhe pi kāryo nanu so bhisaṁdhiḥ |atha pramāṇaṁ na sukhe bhisaṁdhirduḥkhe pramāṇaṁ nanu nābhisaṁdhiḥ || 729
https//bitly/2jICUB6, 30 So too those who for the sake of purifying their actions earnestly sprinkle water on themselves saying this is a sacred spot — even there this satisfaction resides only in the heart — for waters will not cleanse away sin,tathaiva ye karmaviśuddhihetoḥ spṛśaṁtyapastīrthamiti pravṛttāḥ |tatrāpi toṣo hṛdi kevalo yaṁ na pāvayiṣyaṁti hi pāpamāpaḥ || 730
https//bitly/2jICUB6, 31 The water which has been touched by the virtuous — that is the spot if you wish for a sacred spot on the earth therefore I count as a place of pilgrimage only the virtues of a virtuous man’ 07 — water without doubt is only water’,spṛṣṭaṁ hi yadyadguṇavadbhiraṁbhastattatpṛthivyāṁ yadi tīrthamiṣṭam |tasmādguṇāneva paraimi tīrthamāpastu niḥsaṁśayamāpa eva || 731
https//bitly/2jICUB6, 32 Thus he uttered his discourse full of various arguments and the sun went down into the west then he entered the grove where penances had now ceased and whose trees were gray with the smoke of the (evening) oblations,iti sma tattadbahuyuktiyuktaṁ jagāda cāstaṁ ca yayau vivasvān |tato havirdhūmavivarṇavṛkṣaṁ tapaḥpraśāṁtaṁ sa vanaṁ viveśa || 732
https//bitly/2jICUB6, 33 Where the sacred fires had been duly transferred when kindled to other spots — all crowded with the holy hermits who had performed their ablutions and with the shrines of the gods murmuring with the muttered prayers — it seemed all alive like the full service of religion in exercise,abhyuddhṛtaprajvalitāgnihotraṁ kṛtābhiṣekarṣijanāvakīrṇam |jāpyasvanākūjitadevakoṣṭhaṁ dharmasya karmāṁtamiva pravṛttam || 733
https//bitly/2jICUB6, 34 He spent several nights there himself like the moon examining their penances and he departed from that penance-field feeling that he had comprehended the whole nature of penance,kāścinniśāstatra niśākarābhaḥ parīkṣamāṇaśca tapāṁsyuvāsa |sarvaṁ parikṣepya tapaśca matvā tasmāttapaḥkṣetratalājjagāma || 734
https//bitly/2jICUB6, 35 The dwellers of the hermitage followed him with their minds fixed on the greatness of soul visible in his person as if they were great seers beholding Religion herself withdrawn from a land invaded by the base,anvavrajannāśramiṇastatastaṁ tadrūpamāhātmyagatairmanobhiḥ |deśādanāryairabhibhūyamānānmahārṣayo dharmamivāpayāṁtam || 735
https//bitly/2jICUB6, 36 Then he looked on all those ascetics with their matted hair bark garments and rag-strips waving and he stood considering their penances under an auspicious and noble tree by the way-side,tato jaṭāvalkalacīrakhelāṁstapodhanāṁścaiva sa tāndadarśa |tapāṁsi caiṣāmanubudhyamānastasthau śive śrīmati mārgavṛkṣe || 736
https//bitly/2jICUB6, 37 Then the hermits having approached stood surrounding the best of men and an old man from among them thus addressed him respectfully in a gentle voice,athopasṛtyāśramavāsinastaṁ manuṣyavaryaṁ parivārya tasthuḥ |vṛddhaśca teṣāṁ bahumānapūrvaṁ kalena sāmnā giramityuvāca || 737
https//bitly/2jICUB6, 38 At thy coming the hermitage seems to have become full it becomes as it were empty when thou art gone — therefore my son thou wilt not surely desert it as the loved life the body of one who wishes to live,tvayyāgate pūrṇa ivāśramo bhūtsaṁpadyate śūnya iva prayāte |tasmādimaṁ nārhasi tāta hātuṁ jijīviṣordehamiveṣṭamāyuḥ || 738
https//bitly/2jICUB6, 39 In front stands the holy mountain Himavat inhabited by Brahmarṣis rājarṣis and surarṣis by whose mere presence the merit of these penances becomes multiplied to the ascetics,brahmarṣirājarṣisurarṣijuṣṭaḥ puṇyaḥ samīpe himavān hi śailaḥ |tapāṁsi tānyeva tapodhanānāṁ yatsaṁnikarṣādbahulībhavaṁti || 739
https//bitly/2jICUB6, 40 Near us also are holy spots of pilgrimage which become ladders to heaven loved by divine sages and saints whose souls are intent on devotion and who keep their souls in perfect control,tīrthāni puṇyānyabhitastathaiva sopānabhūtāni nabhastalasya |juṣṭāni dharmātmabhirātmavadbhirdevarṣibhiścaiva mahārṣibhiśca || 740
https//bitly/2jICUB6, 41 From hence again the Northern quarter is especially to be fitly followed for the sake of preeminent merit even one who was wise starting towards the south could not advance one single step,itaśca bhūyaḥ kṣamamuttaraiva diksevituṁ dharmaviśeṣahetoḥ |na hi kṣamaṁ dakṣiṇato budhena padaṁ bhavedekamapi prayātum || 741
https//bitly/2jICUB6, 42 Hast thou seen in this sacred grove one who neglects all ceremonies or who follows confused ceremonies or an outcast or one impure that thou dost not desire to dwell here Speak it out and let the abode be welcomed,tapovane sminnatha niṣkriyo vā saṁkīrṇadharmā patito śucirvā |dṛṣṭastvayā yena na te vivatsā tadbrūhi yāvadrucito stu vāsaḥ || 742
https//bitly/2jICUB6, 43 These hermits here desire thee as their companion in penance thee who art like a storehouse of penance — to dwell with thee who art like Indra would bring prosperity even to Vṛhaspati’,ime hi vāṁchaṁti tapaḥsahāyaṁ taponidhānapratimaṁ bhavaṁtam |vāsastvayā hīṁdrasamena sārdhaṁ vṛhaspaterabhyudayāvahaḥ syāt || 743
https//bitly/2jICUB6, 44 He the chief of the wise when thus addressed in the midst of the ascetics by their chief—having resolved in his mind to put an end to all existence — thus uttered his inward thought,ityevamukte sa tapasvimadhye tapasvimukhyena manīṣimukhyaḥ |bhavapraṇāśāya kṛtapratijñaḥ svaṁ bhāvamaṁtargatamācacakṣe || 744
https//bitly/2jICUB6, 45 The upright-souled saints the upholders of religion become the very ideal of our own kindred through their delight in showing hospitality by all these kind feelings of thine towards me affection is produced in me and the path which regards the self as supreme 08 is revealed,ṛjvātmanāṁ dharmabhṛtāṁ munīnāmiṣṭātithitvātsvajanopamānam |evaṁvidhairmāṁ prati bhāvajātaiḥ prītiḥ parātmā janitaśca mārgaḥ || 745
https//bitly/2jICUB6, 46 I seem to be all at once bathed by these gentle heart-touching words of thine and the joy now throbs in me once more which I felt when I first grasped the idea of dharma,snigdhābhirābhirhṛdayaṁgamābhiḥ samāsataḥ snāta ivāsmi vāgbhiḥ |ratiśca me dharmanavagrahasya vispaṁditā saṁprati bhūya eva || 746
https//bitly/2jICUB6, 47 There is sorrow to me when I reflect that I shall have to depart leaving you who are thus engaged you who are such a refuge and who have shown such excessive kindness to me — just as there was when I had to leave my kindred behind,evaṁ pravṛttān bhavataḥ śaraṇyānatīva saṁdarśitapakṣapātān |yāsyāmi hitveti mamāpi duḥkhaṁ yathaiva baṁdhūṁstyajatastathaiva || 747
https//bitly/2jICUB6, 48 But this devotion of yours is for the sake of heaven — while my desire is that there may be no fresh birth therefore I wish not to dwell in this wood the nature of cessation is different from that of activity,svargāya yuṣmākamayaṁ tu dharmo mamābhilāṣastvapunarbhavāya |asmin vane yena na me vivatsā bhinnaḥ pravṛttyā hi nivṛttidharmaḥ || 748
https//bitly/2jICUB6, 49 It is not therefore any dislike on my part or the wrong conduct of another which makes me go away from this wood for ye are all like great sages standing fast in the religious duties which are in accordance with former ages’,tannāratirme na parāpacāro vanādito yena parivrajāmi |dharme sthitāḥ pūrvayugānurūpe sarve bhavaṁto hi mahārṣikalpāḥ || 749
https//bitly/2jICUB6, 50 Then having heard the prince’s discourse gracious and of deep meaning gentle strong and full of dignity the ascetics paid him especial honour,tato vacaḥ sūnṛtamarthavacca suślakṣṇamojasvi ca garvitaṁ ca |śrutvā kumārasya tapasvinaste viśeṣayuktaṁ bahumānamīyuḥ || 750
https//bitly/2jICUB6, 51 But a certain Brāhman who was lying there in the ashes tall and wearing his hair in a tuft and clothed in the bark of trees with reddish eyes and a thin long nose and carrying a pot with water 09 in his hand thus lifted his voice,kaściddvijastatra tu bhasmaśāyī prāṁśuḥ śikhī dāravacīravāsāḥ |āpiṁgalākṣastanudīrghaghoṇaḥ kuṁḍodahasto giramityuvāca || 751
https//bitly/2jICUB6, 52 O sage brave indeed is thy purpose who young as thou art hast seen the evils of birth he who having pondered thoroughly heaven and liberation makes up his mind for liberation — he is indeed brave,dhīmannudāraḥ khalu niścayaste yastvaṁ yuvā janmani dṛṣṭadoṣaḥ |svargāpavargau hi vicārya samyagyasyāpavarge matirasti so sti || 752
https//bitly/2jICUB6, 53 By all those various sacrifices penances and vows the slaves of passion desire to go to heaven but the strong having battled with passion as with an enemy desire to obtain liberation,yajñaistapobhirniyamaiśca taistaiḥ svargaṁ yiyāsaṁti hi rāgavaṁtaḥ |rāgeṇa sārdhaṁ ripuṇeva yuddhvā mokṣaṁ parīpsaṁti tu sattvavaṁtaḥ || 753
https//bitly/2jICUB6, 54 If this is thy settled purpose go quickly to Viṁdhyakoṣṭha the Muni Arāḍa lives there who has gained an insight into absolute bliss,tadbuddhireṣā yadi niścitā te tūrṇaṁ bhavān gacchatu viṁdhyakoṣṭham |asau munistatra vasatyarāḍo yo naiṣṭhike śreyasi labdhacakṣuḥ || 754
https//bitly/2jICUB6, 55 From him thou wilt hear the path to truth and if thou hast a desire for it thou wilt embrace it but as I foresee this purpose of thine will go on further after having rejected his theory,tasmādbhavāñchroṣyati tattvamārgaṁ satyāṁ rucau saṁpratipatsyate ca |yathā tu paśyāmi matistavaiṣā tasyāpi yāsyatyavadhūya buddhim || 755
https//bitly/2jICUB6, 56 With the nose of a well-fed horse large long eyes a red lower lip white sharp teeth and a thin red tongue — this face of thine will drink up the entire ocean of what is to be known,puṣṭāśvaghoṇaṁ vipulāyatākṣaṁ tāmrādharoṣṭhaṁ sitatīkṣṇadaṁṣṭram |idaṁ hi vaktraṁ tanuraktajihvaṁ jñeyārṇavaṁ pāsyati kṛtsnameva || 756
https//bitly/2jICUB6, 57 That unfathomed depth which characterises thee that majesty and all those signs of thine — they shall win a teacher’s chair in the earth which was never won by sages even in a former age’,gaṁbhīratā yā bhavatastvagādhā yā dīptatā yāni ca lakṣaṇāni |ācāryakaṁ prāpsyasi tatpṛthivyāṁ yannarṣibhiḥ pūrvayuge pyavāptam || 757
https//bitly/2jICUB6, 58 The prince replied Very well’ and having saluted the company of sages he departed the hermits also having duly performed to him all the rites of courtesy entered again into the ascetic grove,paramamiti tato nṛpātmajastamṛṣijanaṁ pratinaṁdya niryayau |vidhivadanuvidhāya te pi taṁ praviviśurāśramiṇastapovanam || 758
https//bitly/2vH1mn6, 1 Meanwhile the attendant of the horse in deep distress when his unselfish master thus went into the forest made every effort in the road to dissolve 01 his load of sorrow and yet in spite of it all not a tear dropped from him,tatasturaṁgāvacaraḥ sa durmanāstathā vanaṁ bhartari nirmame gate |cakāra yatnaṁ pathi śokavigrahe tathāpi caivāśru na tasya cikṣipe || 81
https//bitly/2vH1mn6, 2 But the road which by his lord’s command he had traversed in one night with that horse — that same road he now travelled in eight days pondering his lord’s absence,yamekarātreṇa tu bharturājñayā jagāma mārgaṁ saha tena vājinā |iyāya bharturvirahaṁ viciṁtayaṁstameva paṁthānamahobhiraṣṭabhiḥ || 82
https//bitly/2vH1mn6, 3 And the horse Kaṁthaka though he still went on bravely flagged and had lost all spirit in his heart and decked though he was with ornaments he had lost all his beauty when bereft of his master,hayaśca saujasvi cacāra kaṁthakastatāma bhāvena babhūva nirmadaḥ |alaṁkṛtaścāpi tathaiva bhūṣaṇairabhūdgataśrīriva tena varjitaḥ || 83
https//bitly/2vH1mn6, 4 And turning round towards that ascetic-grove he neighed repeatedly with a mournful sound and though pressed with hunger he welcomed not nor tasted any grass or water on the road as before 02,nivṛtya caivābhimukhastapovanaṁ bhṛśaṁ jiheṣe karuṇaṁ muhurmuhuḥ |kṣudhānvito pyadhvani śaṣpamaṁbu vā yathā purā nābhinanaṁda nādade || 84
https//bitly/2vH1mn6, 5 Slowly they two at last came back to the city called after Kapila which seemed empty when deserted by that hero who was bent on the salvation of the world — like the sky bereft of the sun,tato vihīnaṁ kapilāhvayaṁ puraṁ mahātmanā tena jagaddhitātmanā |krameṇa tau śūnyamivopajagmaturdivākareṇeva vinākṛtaṁ nabhaḥ || 85
https//bitly/2vH1mn6, 6 Bright as it was with lotus-covered waters adorned also with trees full of flowers that garden of his which was now like a forest was no longer gay with citizens who had lost all their gladness,sapuṁḍarīkairapi śobhitaṁ jalairalaṁkṛtaṁ puṣpadharairnagairapi |tadeva tasyopavanaṁ vanopamaṁ gatapraharṣairna rarāja nāgaraiḥ || 86
https//bitly/2vH1mn6, 7 Then those two — who were as it were silently forbidden by the sad inhabitants who were wandering in that direction their brightness gone and their eyes dim with tears — slowly entered the city which seemed all bathed in gloom,tato bhramadbhirdiśi dīnamānasairanujjvalairvāṣpahatekṣaṇairnaraiḥ |nivāryamāṇāviva tāvubhau puraṁ śanairajaḥsnātamivābhijagmatuḥ || 87
